"RT @_alice_evans: ""The Decline of the Male Breadwinner and Persistence of the Female Carer""
[Just published!]
https://t.co/OL4pOmHhiC httpsÉ?›";;;
Genetic approach could help identify side-effects at early stages of drug development https://t.co/taAZThQM4u 10.1126/scitranslmed.aad3744;;;
English is necessary, but not sufficient É?? Urgent action needed to close UK languages gap https://t.co/DpKwbpv4rd https://t.co/C4qlFhmpU9;;;
Study finds little change in the #IMFÉ??s policy advice, despite rhetoric of reform https://t.co/nm6HqPa04g https://t.co/zZyeHRpQEX;;;
What a wattle! https://t.co/70mVWeRHQf;;;
Julian Allwood from @Cambridge_Eng argues that the UK steel industry needs to transform itself completely https://t.co/TfTRkuy3Fi #tatasteel;;;
RT @Newnham_College: Puppy Alert! @guidedog trainees at Newnham to help ease exam stress @Cambridge_Uni Story:https://t.co/bXjrww7sK6 httpsÉ?›;;;
"There's a lovely turtle in ""The cosmography of Qazwini"" https://t.co/f6sDFjqI1a #WorldTurtleDay Thanks @theUL !";;;
Genes discovered that enable birds to produce the colour red: https://t.co/j567eip7iv https://t.co/DehOdB9C6P;;;
"RT @LewyLib: Angela Breitenbach @CambridgePhilos gave a #TEDx talk on É??Can theories be beautiful?"" https://t.co/OMT9GyADDe";;;
@k_johndoyle @storyful yes, it was shot at lunchtime today. Feel free to use and credit us.;;;
The students @Cambridge_Eng have been working on a new breed of punt https://t.co/gbgeM2hinj;;;
Family and friends important to help prevent depression in teens https://t.co/d24hCJBIFc #MentalHealthAwarenessWeek https://t.co/KwqfT7Ka12;;;
"Education is life-saving, life-changing &amp; often ignored in humanitarian responses, says research from @REAL_Centre https://t.co/xIdUBl7FZs";;;
.@CSBarnard24 discusses why it's so important that young people vote in the #EUref: https://t.co/1o8woXYrIe https://t.co/m81nUXUezF;;;
.@CIDDRG and people with #downsyndrome have made a film about working Together to defeat #dementia https://t.co/Q9KE7HValP;;;
New crowdsourcing app aims to find out if nature makes you happy #MentalHealthAwarenessWeek https://t.co/ek7ODyJt5t https://t.co/NwulLcZuby;;;
Brain imaging shows how neural changes in adolescence can lead to mental health problems #MentalHealthAwarenessWeek https://t.co/CxhevA22vR;;;
What #Tupac and #Eminem can tell us about risk factors for mental health, by @hiphopsych https://t.co/4niDtwx6We #MentalHealthAwarenessWeek;;;
Astronomers have found comets around a nearby star similar to the Sun: https://t.co/vX6xfQEF7d https://t.co/llIk85zXy8;;;
"RT @Newnham_College: Principal @DameCarolBlack delivered prestigious Tanner Lecture:
https://t.co/9ptG8825bD at Ochanomizu Uni today https:É?›";;;
Some of the final #Ebola cases in Sierra Leone spread via sexual transmission &amp; breast milk https://t.co/9dwyV7jijT https://t.co/MruycKVMuN;;
A shaggy dog story: the contagious #cancer that conquered the world https://t.co/WuYKoGLyg2 https://t.co/Y75JP9wWEn https://t.co/GVpFZKvO2r;;;
Our researchers have developed a HIV &amp; hep B test for developing countries. It's up for a European Inventor Award https://t.co/q6ZX4Vt65Q;;
Body-worn cameras associated with increased assaults against #police: https://t.co/fTCOQ3UaR4 https://t.co/5zFZDpJc2E;;;
RT @UCamArchaeology: https://t.co/xAU6cLz4G7 See what's new with the skeletons from @stjohnscam Thanks to the @wellcometrust https://t.co/YÉ?›;;;
Dr Markus Kuhn and Prof @RichardEvans36 discuss leap seconds &amp; the history of time in @ConversationUK's new podcast https://t.co/UA34e5fXBr;;
Ancient world video competition for #schools - brilliant winning entries revealed by @wmarybeard @CamClassics https://t.co/SGxUJ6jWnL;;;
RT @JiscLondon: Summer of Student Innovation - There is still time to get your ideas in: https://t.co/aOdixLHICE #studentideas;;;
Natural selection sculpts genetic information to limit diversity https://t.co/5p7XttMcxe https://t.co/ojkREqDc6F;;;
Watch our award-winning film about animal research #ConcordatOpenness https://t.co/JSSjZwCTpj;;;
RT @Martina: @thecathbishop @cuwbc @theboatraces @CamUniSport @Cambridge_Uni that was a blast- thank you and all my teammates for a great eÉ?›;;;
Youngest mummified Ancient Egyptian human foetus discovered in tiny coffin @FitzMuseum_UK https://t.co/m05h7QbnYO https://t.co/e0G4PZtZ5N;;;
WhoÉ??s @cuwbcÉ??s newest crew member? https://t.co/Hq4ENSWBAN;;;
RT @LambethAcademy: Y9s @LambethAcademy visited @Cambridge_Uni - enjoyed full day of activities including tour of student accomodation. httÉ?›;;;
Neighbourhoods w/ more takeaways amplify social inequalities in unhealthy eating &amp; #obesity https://t.co/ywn78DXXL1 https://t.co/kim13giOXs;;
Study provides clues to why some breast cancers are hard to beat https://t.co/UbambcPKTw;;;
RT @CambridgeJBS: Study: Women (but not men) with both high &amp; low facial masculinity are perceived as competitive leaders. https://t.co/7MfÉ?›;;
RT @camdiary: Cambridge, 11 May 2016. https://t.co/2B79h28z3f;;;
38,982,778! Ah ah ah! We love to count https://t.co/DGyqOMKUUA;;;
Can we save the algae biofuel industry? https://t.co/Oe93k26w32 https://t.co/jElsJKeRCm;;;
RT @HistAstro: Motions of Mercury in Peter Apian's, Theoricae novae planetarum (Venice, 1537) https://t.co/EYXl4syQ6F https://t.co/w0y8n2XOÉ?›;;;
RT @RuthxJackson: Fresh attempts at an existentialist reading this morning https://t.co/XXhKqKUntI;;;
"The Earth's surface is moving up and down É??like a yo-yo"" https://t.co/QYFChtjdnu https://t.co/wH5204RNuz";;;
É??This space will catalyse breakthroughs transforming how we live.É?ù - @JDF  #DysonCam https://t.co/oJuHDf0TQQ https://t.co/qZMNIhGPER;;;
Today we open a new tech hub at @Cambridge_Uni thanks to ∂ú8m donation from the @JDF #DysonCam https://t.co/JQgdbSULh2;;;
RT @CamUni_CIS: Vice-Chancellor: The impact of these @alwaleed_philan centres... goes to the heart of the challenges we face globally. #togÉ?›;;;
RT @UCamArchaeology: The power of research! @Cambridge_ICE Dr Gilly Carr: BBC News - WWII resistance heroes' graves found after 70 years htÉ?›;;;
RT @CamUni_CIS: The @alwaleed_philan 6 academic Centres discuss their research, aims and challenges #together https://t.co/W69CzwnjnL;;;
RT @CamUni_CIS: Dr Julian Hargreaves discusses Islamophobia and anti-Muslim hate crime @alwaleed_philan @Cambridge_Uni @CamUni_CIS https://É?›;;;
RT @CamUni_CIS: Looking forward to hearing about the work of @alwaleed_philan academic Centres today as Prof Suleiman opens Meeting at @CamÉ?›;;;
Walking and cycling are good for health even in cities with higher levels of air pollution https://t.co/m8j41AMTca https://t.co/Q50pGS3KER;;;
Humans and fish are much more alike than people might suppose https://t.co/rNy6vXf2d7 https://t.co/vYSChbUbHJ;;;
Congratulations @KEHplantsci for @RoyalSocBio award for your #teachingexcellence @plantsci. https://t.co/e8gc7BH61p https://t.co/rf70ocuoI1;;;
Human embryos developed beyond implantation stage for first time https://t.co/HgSH4inbOA https://t.co/dMmOMdpNWP https://t.co/lxc5p9G0Aw;;;
Celebrating Nan Shepherd - the Scottish walker &amp; writer who will be the face of a new @RBSGroup bank note https://t.co/jXfeLUfSFn;;
RT @BeCambridge: Teachers apply for the @Cambridge_Uni Sutton Trust Teacher Residential that runs alongside the Yr12 #SummerSchools. https:É?›;;;
Genetic variant may help explain why Labrador Retrievers are prone to obesity https://t.co/soRpRRouxp https://t.co/YpqxM9IAEz;;;
Yaks - man's best friend? The penultimate #AnimalAtoZ is now available as a podcast https://t.co/WXVgT6A4Fz https://t.co/hXEvw3O4aZ;;;
These little algae use their 'tails' to gallop and trot like four-legged animals: https://t.co/YeT6s4WFCS https://t.co/qeOpzc2ZQq;;;
CaliforniaÉ??s sudden oak death epidemic É??unstoppable', new epidemics must be managed earlier https://t.co/HKr2yPW1DK https://t.co/E9jPGvwHCV;;;
RT @UCamEnterprise: The Cambridge #Postdoc #Enterprise competition (with @EPOCambridge) opens today for entries https://t.co/G2Jmzl3YCr @opÉ?›;;;
Little ANTs: Researchers have built the world's tiniest engine https://t.co/N6N0CwBFC8 https://t.co/KekfayGMh2;;;
These planets may be the best place to search for life outside the Solar System: https://t.co/AxuEZOnFS7 https://t.co/UbGSysN1i6;;;
The most important publication in the history of science is among the treasures currently on display @theUL https://t.co/Oytplnum5Z;;;
RT @UCamArchaeology: Our undergrads are certainly having a great time out at @MustFarm. Once in a lifetime opportunity @Cambridge_Uni. httpÉ?›;;;
How teens helped fight #polio in 50s USA #WorldImmunizationWeek #VaccinesWork #medhist @WHO https://t.co/055xKQ52BY https://t.co/6cM8lCOjnD;;;
A group of students from @Cambridge_Eng are competing in the @RoboSoft_CA soft #robotics competition this week. https://t.co/P3E0ZUgTQF;;;
Fact Check: are 60% of UK laws really imposed by the #EU? https://t.co/oTtbT4ldaN https://t.co/WDqNu3Xa9J;;;
The University has won three #AthenaSWAN awards for its commitment to tackling #gender inequality: https://t.co/2z4eiLTeWr #HE #equality;;;
Media fuelling rising hostility towards Muslims in Britain https://t.co/ceSy0I4jRg https://t.co/tBzTFcUhKr;;;
Diaries of Captain Scott's widow secured by Cambridge University Library https://t.co/Sj5FvqVxKU https://t.co/qMHhXZlwgB;;;
RT @BeCambridge: STEM Women Summer School, 3 day residential for Yr12s interested in #maths, #physics, #chemistry or #engineering. https://É?›;;;
RT @HomertonSLO: A lovely article in @DonnyFreePress yesterday about our work with Doncaster schools! https://t.co/uwtvSA4tj7 @MansfieldAccÉ?›;;;
Speakers of two dialects may share cognitive advantage with speakers of two languages https://t.co/M6vEcbYXmQ https://t.co/RN1EUWdIj4;;;
RT @gaiaverse: Whether you're an astronomer or not, browse the @gaia_alerts! https://t.co/21hxGDH4Ir #GaiaMission #astronomy https://t.co/VÉ?›;;;
Winds a quarter the speed of light spotted leaving mysterious binary systems: https://t.co/pYvvzV3Qhz https://t.co/wvZXJTWLyK;;;
From the Pink Fairy Armadillo to the Giant Ground Sloth: Xenarthrans are unusual creatures https://t.co/ezMoJj3JSv https://t.co/Omwsa74rNs;;;
Low-cost #pollution detectors could provide the answer to the problem of #airpollution https://t.co/cwCAqfFel5 https://t.co/2Lik2kusFO;;;
RT @Cambridge_DRC: Dr Sue Kroeger's talk The Power of Design, our #ADL2016 , is now available: https://t.co/TYhGzpVrZ6;;;
RT @MML_Cambridge: Back in March we teamed up with @xaveriansfc to offer pupils the chance to learn about #languages with #MML staff! httpsÉ?›;;;
RT @CamArtsHums: .@FilmScreenCam are pleased to announce Joanna Hogg as Filmmaker in Residence: https://t.co/FHcH5F4IGu https://t.co/brXyTrÉ?›;;;
"RT @HistoryPolicy: Paul Cartledge (@CamHistory) writes our latest Opinion Article: ""Referendums Ancient &amp; Modern"": https://t.co/ceecyIdW0Y";;;
A whaleÉ??s remarkable journey from Sussex to Cambridge: @whale_whispers in our latest podcast https://t.co/p5zG9et2Jo https://t.co/2BcaIqqZit;;;
RT @Cambridge_Eng: In memoriam, Professor Sir David MacKay 1967É??2016 https://t.co/ell20Ob3u5 @Cambridge_Eng https://t.co/E700xNPMcJ;;;
Students and prisoners study together in course that reveals power of collaborative learning https://t.co/Zi8hRn4SqJ https://t.co/fM8OfT5nu3;;;
"RT @NewnhamSLO: Our Newnham Undergrads are instagramming daily College lives! Give them a follow: https://t.co/pgIeF6EuI7
@Newnham_CollegeÉ?›";;;
RT @HEPlusProject: Want to know more about the upcoming EU referendum, check out our new Politics resource! @Dept_of_POLIS .https://t.co/ORÉ?›;;;
RT @SJC_Admissions: In March we ran a #northwest access tour meeting 1200 students and 250 parents https://t.co/iIQmu6cEJe Next one is #shrÉ?›;;;
RT @CamClassics: News: Cambridge Schools Video Competition: The shortlist for the Cambridge Ancient World Video Competition is ... https://É?›;;;
#Elvis and the teen health activists who fought #polio #medhist #histmed #vaccineswork @WHO https://t.co/oWihThyNUD https://t.co/8WXOcrgrZH;;;
How human sexuality is documented: what can we learn from questionnaires and life writing? https://t.co/l8b7FnRJ3V https://t.co/ok7OzStdIg;;;
First performance in 1,000 years: É??lostÉ?? songs from the Middle Ages are brought back to life https://t.co/Q6JafyrDwK https://t.co/BP6NLybesr;;;
New technique could reduce the risk of transmitting #malaria through blood transfusion https://t.co/bTB7kumOtw https://t.co/hyJnPn46Jq;;;
The UKÉ??s top student #hackers will compete in Cambridge this weekend https://t.co/n1QFH86GDn #cybersecurity https://t.co/dTzgLVHMin;;;
RT @Cambridge_ICE: ICE tutor Dr Gilly Carr's campaigning has helped secure honour for woman who hid Jewish friend from the Nazis https://t.É?›;;;
How snake bites could help prevent heart attacks - our latest #AnimalAtoZ podcast https://t.co/7ZW26fAMfL https://t.co/ciR1H4F2M3;;;
Monkey see, monkey queue: baboons can end up queuing for food https://t.co/eIppiUV9Uu https://t.co/4bcfytwP0H;;;
Flexible hours 'controlled by management' cause stress and damage home lives of low-paid workers https://t.co/vxiSem8XcS #ZHC;;;
Male macaque monkeys get a metabolic boost to cope with the rigours of mating season https://t.co/g0uEqBWApQ https://t.co/VBzVtab37U;;;
RT @ReisnerLab: Reisner Lab - Artificial Photosynthesis (in LEGO): https://t.co/hffkPG3GlH via @YouTube;;;
Inspiring Physicists of the Future with exam questions dating back to 1858 @isaacphysics @Cam_Assessment https://t.co/wrEa0lQE6e;;;
New cases of #dementia in the UK fall by 20% over two decades: https://t.co/6uw0Oq0SpN https://t.co/tyr0MbmTp8 https://t.co/gs0OHzrv5a;;;
Sonic hedgehog gene provides evidence that our limbs may have evolved from sharksÉ?? gills https://t.co/gD2i2s4FuZ https://t.co/YCI4GtMQiB;;;
RT @CamUkrainistyka: Register for FREE tix to see musical phenom @odynvkanoe in intimate, historic space of St John's Chapel, Cambridge httÉ?›;;;
Congratulations @Peterhouse_Cam #universitychallenge;;;
"Study identifies gene changes that influence timing of sexual behaviour
https://t.co/5xsXftBiWt https://t.co/7nJPjgCNf7";;;
"RT @clarehall_cam: The deadline for Clare Hall Masters &amp; PhD Studentship applications is the 1st May, to find out more see https://t.co/WQkÉ?›";;;
#Unicorns, narwhals, and recipes for anti-poison in the latest #AnimalAtoZ podcast https://t.co/5fhbC4PZyd https://t.co/x29nHzltxC;;;
RT @DarwinCollege: A tribute from friends and colleagues to Prof Sir David MacKay (1967-2016) https://t.co/KAuMIQiWV8 #DavidMacKay;;;
We were lucky to make this film with @davidjcmackay in 2009: a passionate, personal look at the UK's energy crisis: https://t.co/Exa8PK2lY8;;;
Cambridge to research future computing tech that could É??ignite a technology fieldÉ?ù - https://t.co/qDTGE0F8lX https://t.co/vSDBzJhzwa;;;
RT @Newnham_College: In Year 12 &amp; want to find out more about studying maths @Cambridge_Uni? Come along to our open morning on April 30: htÉ?›;;
UK #steel industry can survive if it transforms itself, say researchers https://t.co/TfTRkuy3Fi @Use_Less_Group https://t.co/m3GR3WqxB7;;;
RT @Dept_of_POLIS: Ep13 of #Electionpodcast with classicist Paul Cartledge on democracy &amp; the panels' predictions for the US &amp; EU votes httÉ?›;
We are very sorry to hear of the death of David MacKay. Our thoughts are with his family and friends.;;;
"RT @Cam_Assessment: Prof Mark Warner live from @Cambridge_Uni on #Periscope debating #HardPhysics

Link to watch in our pinned tweet https:É?›";;;
Overweight people more likely to make unhealthier choices when faced with real food https://t.co/wIAzSZJVCd https://t.co/CUSIDiMFeh;;;
"RT @suttontrust: Apply now to our teacher summer schools! Free 1&amp;2 day courses at 9 leading universities, designed to increase access httpsÉ?›";;;
RT @yourscambridge: What can giving mean? Sowing the seeds for a sustainable future: https://t.co/98orZhykZV #yourscambridge https://t.co/AÉ?›;;;
RT @stjohnscam: St John's has announced extra financial support for lower-income students. Details here: https://t.co/YP6SZnrATg https://t.É?›;;;
RT @BeCambridge: We've had 4583 #OpenDay bookings in 24 hours! Book your place on the @Cambridge_Uni 2016 Open Days here. #CambStudy https:É?›;;;
Tasmanian Devils and the transmissible #cancer that threatens their #extinction https://t.co/RyIZCyRn0i https://t.co/qNT3xpSBtM;;;
What you study and where matters É?? but so does your parentsÉ?? income: https://t.co/BAct1jDt3f https://t.co/P2UQhlGrYb;;;
RT @CamUkrainistyka: See Oscar-nom doc 'Winter on Fire' w director Evgeny Afineevsky FREE @CamPicturehouse THIS FRI, 15/4. Register HERE htÉ?›;;;
How social media data can be used to spot signs of #gentrification: https://t.co/pDQLTtMDCo @www2016ca #www2016 https://t.co/vxiikH97dK;;;
Living with adversity: What #Tupac and #Eminem can tell us about risk factors for mental health, by @hiphopsych: https://t.co/msKknC5qAc;;;
ItÉ??s time to change the way we think about changing what people eat. https://t.co/uxkRJRkZPO #obesity https://t.co/gKkC5ES0C1;;;
RT @yourscambridge: The Campaign for Collegiate Cambridge has reached Singapore. It's great to see so many alumni celebrating #together httÉ?›;;;
É??You want to plunge your hands into their fleeces!É?ù Samuel Palmer &amp; his watercolour sheep https://t.co/ThWvBtZPJc https://t.co/Y2viS1MWC9;;
Neanderthals may have been infected by diseases carried out of Africa by humans: https://t.co/QCHmCXgjND https://t.co/wI6qwD0kaw;;;
RT @LucyCavColl: New longlist for Lucy Cavendish Fiction Prize reflects unprecedented level of interest #fictionprize #womenwrite https://tÉ?›;;;
RT @emmanuelaccess: Our lovely students have been writing about their decision to apply to Cambridge and life as student here.https://t.co/É?›;;;
RT @ClareSchools: Great weekend with parents/year 9s frm @TowerHamletsNow @ChallonerGIRLS #StPauls @ChimeBox learning about university httpÉ?›;;;
Shiver me timbers: wooden towers may be the future for LondonÉ??s tall buildings https://t.co/DErR3qoNtt #architecture https://t.co/bbg84AXyoJ;;;
#Obesity and #diabetes in #pregnancy result in early overgrowth of the baby in the womb: https://t.co/jBCWAmqf0Z https://t.co/Q8MN8hGRJ6;;;
RT @CambridgeJBS: Study: Money can buy #happiness when spending fits our personality: https://t.co/w1Ivb6rF3t #BigData #banking https://t.cÉ?›;;;
RT @DeptofPhysics: More magnetic levitation, this time upside down! See this video from @statto for more info: https://t.co/stbIsZuSnQ httpÉ?›;;;
É??Invisible impairmentsÉ?? can make it difficult for #stroke survivors to maintain a job: https://t.co/An7doFnS9t https://t.co/EuMLX3WKyn;;;
RT @DeptofPhysics: #MaxwellCentre named for one of our greatest physicists. @BBC film on how he took the first colour photo https://t.co/nvÉ?›;;;
RT @DeptofPhysics: Magical magnetic levitation demo using a superconductor by the Cavendish Quantum Matter group at #MaxwellCentre. https:/É?›;;;
RT @DeptofPhysics: The #MaxwellCentre for industrial partnership with the physical sciences opens today @Cambridge_Uni. https://t.co/uNTSB6É?›;;;
30 yrs of student support for #STEM in local #schools with @StimulusCam @MMPmaths @CamEdFac https://t.co/5Ha932Pfer https://t.co/XUVKCVmQWQ;;;
"RT @yourscambridge: Sir David Attenborough on new University building named in his honour: https://t.co/z3WzrWXHLG
#yourscambridge https://É?›";;;
Today we launched the Cambridge conservation cluster with a little help from a friend https://t.co/uO8bok5Nbr;;;
Future #WomenInSTEM try out Zoology EarthSciences Engineering Chemistry Plant Sciences &amp; Physics with @pembroke1347 https://t.co/WMCWswxlam;;
Oh my ears &amp; whiskers! Bunnies in childrenÉ??s books: from #AliceinWonderland to #PeterRabbit https://t.co/HN3RSmwvTz https://t.co/l7mCpbB0dS;;
The global #conservation of carnivores is at risk: https://t.co/Wm4pf9eFbT https://t.co/x4hLu5AAgf;;;
É??ItÉ??s not worth me having a long-life light bulbÉ?ù: attitudes to death among very old https://t.co/FoHnSNETca https://t.co/RFH938DwcY;;;
RT @CedarUK: Explore 13 year of #food price changes in new CEDAR / @MRC_Epid interactive https://t.co/tg3WxgCAr0 https://t.co/xNuesdReRg;;;
The Life and Death of the Queen #Bumblebee https://t.co/JEL7K3gbvl https://t.co/PW4iMHzfe3;;;
New laser technique promises super-fast and super-secure #quantum #cryptography https://t.co/PMRMYP8jE6 https://t.co/nwHnEiVBeu;;;
New quantum state of matter detected in a 2D material, in which electrons break apart: https://t.co/0jWu0hovlw https://t.co/N10sQlO99A;;;
Measuring #crime by É??damage to victimsÉ?? will improve policing and public safety: https://t.co/nNiosBoJNL https://t.co/4z7PQ8vpNM;;;
Psychotic disorders in minority groups: the high price of being an É??outsiderÉ??: https://t.co/9mUX1WeaAb https://t.co/ay2S2OZx92;;;
How to sport your dagger in public É?? 16th century Florentine-style: https://t.co/hQYLN6qw6C https://t.co/kCeHGzIuJY;;;
The University of Cambridge has decided to start adopting QR codes across all of its public facing signage. https://t.co/CkaxGIAeBT;;;
Very sad news of the death of Dame Zaha Hadid who was to receive an Honorary Degree in June. Our thoughts are with her family and friends.;;;
#FBI backs off from its day in court with #Apple this time É?? but there will be others, says @martinkl: https://t.co/DOTFrwhubk;;;
How pets became our furry friends https://t.co/aHZa0yFnWh What sort of pet-lover are you? Are you a:;;;
This #exoplanet is almost completely covered by lava, with one molten and one solid side: https://t.co/A5yW2MjkaG https://t.co/NDycY02dPp;;;
RT @cuwbc: In case you were wondering... #NeverGiveUp https://t.co/OLB3A7uCLn;;;
RT @camdiary: Sunset in Cambridge, 30 Mar 2016. https://t.co/I5U0pMRGY6;;;
RT @CSERCambridge: Podcast with Lord Martin Rees: 'Open-Minded Conversation May Be Our Best Bet for Survival in the 21st Century'. https://É?›;;;
"Water joins as well as divides - identity, sovereignty &amp; the 'English' Channel https://t.co/JZ7qcoRiUV https://t.co/qp3oDjQSUA";;;
RT @DiscoverDowning: #NewBlogPost on our nine day #OxCamInfoDays tour with @ExColOutreach + @MertCollAccess! https://t.co/5NkvKZ9vsG https:É?›;;;
RT @HomertonSLO: Finally back from Scotland after touring schools for @Selwyn1882. Now to host lots of April visits @HomertonCollege  httpsÉ?›;;;
RT @BeCambridge: Thinking of applying to @Cambridge_Uni? Come and visit us, there are 99 #Cambridge College Open Days listed online. https:É?›;;;
RT @research_uk: Via STFC: The world's biggest telescope gets the world's best instrumentation: Scientists and engineers from t... https://É?›;;;
RT @MustFarm: We've started the morning finding a cluster of preserved poo! These coprolites can tell us about diet and health. https://t.cÉ?›;;;
Inspiring #WomenInSTEM to speak at #SheTalksScience event @MECCambridge incl.@LoganCorina https://t.co/IRtYoaPpJ8 https://t.co/FPfSc9WxJL;;;
Early-stage embryos with abnormalities may still develop into healthy babies https://t.co/By8PEv9VYI https://t.co/WmjPapOisp;;;
The #owl and the wind turbine: how stealth feathers could help reduce noise #pollution https://t.co/5pFXEqQA10 https://t.co/DTdwHL5CsJ;;;
#Quantum effects at work in the worldÉ??s smelliest #superconductor https://t.co/JZfirFXZqO https://t.co/JU4ABp65d7;;;
#Perovskite materials can recycle light - which could lead to more efficient #solarenergy: https://t.co/Kgfn8eSFiB https://t.co/LFGF7mWkEj;;;
RT @theboatraces: Cambridge win the 2016 Cancer Research UK Men's Boat Race.;;;
Great race @CUBCsquad. Two rivals today - the amazing @UniofOxford crew and the Thames. Great win @theboatraces. #lightblue;;;
Good distance and clear advantage @CUBCsquad. Looking great in the choppy water past Chiswick Steps. #pulltogether men!;;;
Go @CUBCsquad, go!! The men's @theboatraces is off.;;;
Great spirit from both crews @theboatraces. A fight against great competitors and the great British weather. Good finish @cuwbc!;;;
That's watery! Come on @cuwbc. Push on!;;;
Brutal water for both crews. Come on @cuwbc #lightblue;;;
They're off @theboatraces women's race. Have a great race @CUWBC - 'lovely' boating weather. #lightblue #pulltogether.;;;
Go @cuwbc! #BoatRace2016;;;
RT @theboatraces: . @cuwbc taking their boat down to the river ahead of a 3:10pm start time. https://t.co/yQ5mj6tqJF;;;
RT @cuwbc: Ready to go! #PullTogether #27of27 @theboatraces @CRUKCambridge https://t.co/Ev5mEwO0b8;;;
RT @theboatraces: Tune into @BBCOne in 10 minutes for live coverage of The 2016 Cancer Research UK Boat Races;;;
RT @rogermosey: The @Selwyn1882 dog has her light blue scarf on today to show her support for Cambridge in the #BoatRace. https://t.co/2rfUÉ?›;;;
